user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
TRT World,,"Where news inspires change. Features, opinion, video, and in-depth coverage. Follow @TRTWorldNow for breaking news and live updates.",2015-03-13 11:23:42,334660,17,0,True,2020-08-11,"China finds virus on imported seafood packaging. Other #Covid19 updates:

🇷🇺 Russia approves 'world's first virus v… https://t.co/OK1IcqIit7",['Covid19'],TweetDeck,False,china finds virus imported seafood packaging updates russia approves world first v,NEGATIVE,0,unverified claim
GBC,,Michigan #GoBlue| New England #Patriots| #TB12| Huge Tiger Woods Fan #TW  Born and raised in Kenya. USA is Home.,2010-06-14 03:50:19,2589,488,8217,False,2020-07-31,All these celebrities linked to child trafficking need to be the ones COVID19 vaccines are tested on. Not animals!!! #Moderna #COVID19,"['Moderna', 'COVID19']",Twitter for iPhone,False,celebrities linked child trafficking need ones covid19 vaccines tested animals,NEGATIVE,0,unverified claim
Chip Odina.,"London, UK. / West Africa",Fashion Designer/ https://t.co/DnMak6uQKn / Creative Director Nigeria Fashion Council & Nigeria Fashion Week/Activist.,2009-02-12 20:59:12,171,181,2467,False,2020-07-25,Tropical Storm Hanna bearing down on area of Texas already devastated by coronavirus https://t.co/AL8jiCrcEV This s… https://t.co/4eR6QL651a,,Twitter Web App,False,tropical storm hanna bearing area texas already devastated coronavirus,NEGATIVE,0,true information
Olutosin  Otekunrin,"Ibadan, Nigeria",An Agricultural Economist and Agricultural education expert.#certified @publons academy peer reviewer and Publons academy mentor.,2017-10-13 00:06:59,102,575,720,False,2020-08-09,My article is featured on the @ResearchGate #COVID19 community page. Read it here:  https://t.co/9KwS4LTIKp,['COVID19'],Twitter for Android,False,article featured community page read,POSITIVE,0,true information
Anthony Singleton,,"Husband, Brother, Son and Commentator",2015-08-10 22:09:28,6,42,222,False,2020-07-26,...in the fourth quarter of 2020. The vaccine would be available to the American people at no cost. As is customary… https://t.co/Ztwz5QMwgH,,Twitter Web App,False,fourth quarter 2020 vaccine would available american people cost customary,NEGATIVE,0,true information
َََََََََ,,,2019-12-30 09:23:50,1066,712,49061,False,2020-08-14,@Ziddi_92 @Talia_dgaf Happy independence day 😊🙌🇵🇰 May Allah keep your country safe in development and protect you a… https://t.co/6hhWvtYPUo,,Twitter for Android,False,happy independence day may allah keep country safe development protect,POSITIVE,1,true information
Andrew Suleh MD,Nairobi Kenya,"KMA Chairman 2008-2012,Board Chair Health Rights Advocacy Forum /  IMed/Renal Physician /Tropical medicine and hygiene /sports medicine  /head medical KPL/FKF",2013-09-24 16:24:40,32060,2868,17700,False,2020-08-04,"Dear #newsgang no nation has succeeded in containing #COVID19 using blame games as a strategy, singling out one mem… https://t.co/yC4j4lMh4a","['newsgang', 'COVID19']",Twitter Web App,False,dear nation succeeded containing using blame games strategy singling one mem,NEGATIVE,1,unverified claim
Paul Morgan,Cardiff,"Welshman, atheist, skeptic, humanist, intensivist. Sepsis Lead @CV_UHB Lead Volunteer (Wales) @UKSepsisTrust Tweets on health, politics, rugby union and humour.",2011-03-28 20:51:54,4489,561,77691,False,2020-07-25,"@BorisJohnson , Dominic #Scummings and the #CabinetofClowns have wasted over £57 billion of taxpayers’ money on Bre… https://t.co/UxLfWOc0IZ","['Scummings', 'CabinetofClowns']",Tweetbot for Mac,False,dominic wasted 57 billion taxpayers money bre,NEGATIVE,0,true information
Mary O'Hara,Currently in LA,Journalist/Author/Consulting producer Getting Curious w @jvn NEW BOOK: 'The Shame Game: Overturning the toxic poverty narrative' BUY VIA: https://t.co/PHzbT3Ze0p,2011-01-24 12:03:39,7113,4408,6857,True,2020-07-25,With jobs and livelihoods under serious threat as a result of the pandemic we absolutely have to address poverty. I… https://t.co/44aKnWqR3Q,,Twitter Web App,False,jobs livelihoods serious threat result pandemic absolutely address poverty,NEGATIVE,0,true information
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,473,1,0,False,2020-08-08,"17 new cases in Norway 

[14:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,17 new cases norway 14 46 gmt,POSITIVE,2,true information
OK! Magazine USA,New York City,IG: @OKMagazine | #AlwaysTrending | Snapchat: OKMagazine,2008-04-10 18:42:29,462270,4108,979,True,2020-08-18,#KUWTK krew takes on #COVID19. https://t.co/AQmFzj388H,"['KUWTK', 'COVID19']",Sprout Social,False,krew takes,NEGATIVE,1,unverified claim
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,470,1,0,False,2020-08-06,"66 new cases and 1 new death in Luxembourg 

[16:56 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,66 new cases 1 death luxembourg 16 56 gmt,NEGATIVE,2,true information
Kalam Foundation,"New Delhi, India",Official handler of Dr APJ Abdul Kalam Research Foundation. It's a non-profit organization.,2017-06-02 05:23:56,48,235,40,False,2020-07-27,"Digital Tribute to Dr APJ Abdul Kalam 

#KalamKoSalam

An interactive session on the occasion of *5th Remembrance D… https://t.co/kUj7r0QnRr",['KalamKoSalam'],Twitter for Android,False,digital tribute dr apj abdul kalam interactive session occasion 5th remembrance,POSITIVE,1,unverified claim
Alexander Horuzin | Александр Хорузин,"Amsterdam, The Netherlands","NOW IS THE FUTURE. CEO MAKEITISI Founder of https://t.co/MQGUoqVpAT & ISI AI, https://t.co/OIViOLIXA1 Foundation standing for equality  & empowering disabled people.",2018-10-10 21:21:46,10,118,42,False,2020-08-22,"Re #cosmpolitics and desperate search for #vaccine against #covid19 virus 🦠 
Did any laboratory made clinical trial… https://t.co/3U13SKJf2Z","['cosmpolitics', 'vaccine', 'covid19']",Twitter for iPhone,False,desperate search virus laboratory made clinical trial,NEGATIVE,0,unverified claim
Alim Shevliakov,"Kyiv, Ukraine",,2014-01-08 07:39:38,9666,10180,1343,False,2020-08-02,"The Protective Power of PEA and the Immune System  
Use the AYI3120 Reward code and receive a discount.… https://t.co/uZ97nAomAm",,Twitter Web App,False,protective power pea immune system use ayi3120 reward code receive discount,NEGATIVE,2,true information
Maria Baker,Dubai UAE ,An Amateur Designer 👗🧥👚👕 / I also Design Fashionable  Cloths.,2020-05-09 12:28:13,3043,3368,139,False,2020-08-17,"This is #4Humanity and to the world. 

Let's support it by volunteering.

Submit your details at:… https://t.co/TGO9nF91H2",['4Humanity'],Twitter Web App,False,world let support volunteering submit details,POSITIVE,0,true information
mangeshreddy,,"Social interaction with people, being kind, love for my haters 🤘🏽🤘🏽🤘🏽🤘🏽",2020-04-11 11:57:16,20,153,25,False,2020-07-27,The nly reason fr the spread of this deadly #covid19 corona virus in #india 🇮🇳 is bcoz of #media… https://t.co/4XqjsD9io5,"['covid19', 'india', 'media']",Twitter for iPhone,False,nly reason fr spread deadly corona virus bcoz,NEGATIVE,0,unverified claim
TOI Bhubaneswar,,Your city. Your neighborhood. Your block. Covered for you by https://t.co/VSKi1mCAsZ,2017-06-19 11:50:31,9491,13,316,True,2020-08-09,"1,734 test positive for #covid19 in Odisha; tally rises to 45,927

#cautionyespanicno 
#CoronaVirusOutbreak","['covid19', 'cautionyespanicno', 'CoronaVirusOutbreak']",TweetDeck,False,1 734 test positive odisha tally rises 45 927,NEGATIVE,2,true information
Dr. Nawaf Alaradah,FLAT EARTH-Mɪᴅᴅʟᴇ Eᴀsᴛ-Kᴜᴡᴀɪᴛ.,"‏‏‏ᴄᴏɴsᴜʟᴛᴀɴᴛ ғᴀᴍɪʟʏ ᴍᴇᴅɪᴄɪɴᴇ ᴘʜʏsɪᴄɪᴀɴ/
أعشق رياضة الخيل/أستمتع بالرسم وقراءة الأدب/
احب مقولة:بالعلم تأسر العقول وبالاخلاق تأسر القلوب",2020-06-21 16:39:37,840,35,0,False,2020-08-04,#COVID19 #coronavirüs #Turkey #yks  in Britain about a rapid scanner DnaNudge can detect the new corona virus in  9… https://t.co/8WZa9XeKYN,"['COVID19', 'coronavirüs', 'Turkey', 'yks']",Twitter for Android,False,britain rapid scanner dnanudge detect new corona virus 9,NEGATIVE,0,true information
Tanvi Modi,,"🇨🇦🇮🇳 https://t.co/OTCayfuO4n 
Director-POLARiS & Head Marketing-EPiGRAM (film creative,  advertising, media agency, & project setups).Baseball fan",2009-07-10 08:54:22,2165,203,544,False,2020-07-30,"Enjoying this while I can because honestly, who knows how long this seaaon is going to last at this point? 🤷‍♀️. I… https://t.co/NHKddV1jdu",,Instagram,False,enjoying honestly knows long seaaon going last point,POSITIVE,1,true information
UN SDG Action Campaign,Worldwide,"We connect, inspire, and mobilize the 🌍 movement taking action #ForPeopleForPlanet - #GlobalGoals #SolidarityinAction #SDGAwards #MYWorld360",2009-03-05 20:25:47,115079,3897,7509,True,2020-08-09,Indigenous Peoples are responding to the threat of #COVID19 with traditional knowledge &amp; practices. What solutions… https://t.co/zesB6bOLRk,['COVID19'],Hootsuite Inc.,False,indigenous peoples responding threat traditional knowledge amp practices solutions,NEGATIVE,1,true information
Gary McMurray,Planet Earth,funny stuff...occasionally,2016-07-17 08:25:05,4014,1289,1792,False,2020-08-09,"@drawandstrike @realDonaldTrump You are clearly not @GOP or rational in any way!
You are applauding #IncompeTrump w… https://t.co/HRS5nkdYoN",['IncompeTrump'],Twitter Web App,False,clearly rational way applauding w,POSITIVE,1,true information
Maria Antonia Tigre,New York,"SJD candidate @HaubEnviroLaw focusing on international environmental law. @GNHRE regional director for Latin America. @TEDx speaker, writer.",2010-09-20 19:52:30,503,767,3178,False,2020-08-10,"In honor of yesterday's #IndigenousPeoplesDay, here are some thoughts on #COVID19, #ClimateChange and… https://t.co/caa9yc5oGa","['IndigenousPeoplesDay', 'COVID19', 'ClimateChange']",Twitter Web App,False,honor yesterday thoughts,POSITIVE,1,unverified claim
Tanmay Das,India,"Journalist, Social Worker, Sports Lover",2011-04-29 09:46:31,863,530,16310,False,2020-08-09,Khurda (342) ahead of Ganjam (222) district now. #Odisha (1734) new #COVID19 Positive cases on Aug 8th. @NewIndianXpress @XpressOdisha,"['Odisha', 'COVID19']",Twitter for Android,False,khurda 342 ahead ganjam 222 district 1734 new positive cases aug 8th,POSITIVE,2,true information
Jason Mombourquette,Ottawa,I'm a father of two who loves the company of good friends and loved ones with good food and wine. A dedicated public servant and part time java instructor.,2012-11-04 19:04:15,237,474,2171,False,2020-08-22,Disappointed to see how many Canadians feel that the COVID app is something nefarious tracking their every movement… https://t.co/F1Y1G0A7ZG,,Twitter for iPhone,False,disappointed see many canadians feel covid app something nefarious tracking every movement,NEGATIVE,0,unverified claim
Ian Campbell,"Wirral, Merseyside","Doctor, statistician:  DIY covid-19 international and UK charts at https://t.co/kFJGUZp2j3; 
analyses at https://t.co/6IhVDL4hFc.",2012-07-14 09:12:22,1299,273,1483,False,2020-07-31,"1/2. The chart shows the latest reported cases of #covid19 for the England regions.
Since 9 July, the England total… https://t.co/LHSxPJAS0r",['covid19'],Twitter Web App,False,1 2 chart shows latest reported cases england regions since 9 july total,POSITIVE,2,true information
Cheryl Davidson 🐱 ♥️,Nathan's Coney Island,non-attorney spokesperson,2010-02-23 18:22:48,72,23,728,False,2020-08-12,If this everchanging world in which we live in makes you give in and cry; Say Live And Let Die 🏍🦠💀 🙄… https://t.co/eTt5NelXlh,,Twitter for iPad,False,everchanging world live makes give cry say let die,POSITIVE,1,unverified claim
"andi | Convict Trump, Barr. Protect Fauci.",TX,"Dogs, #ML, AI, sunny days. #TeamBeto #Scholten4Iowa #DougJones. IAHawkeye ➡️ #TexasResistance. Beto Senate Yard Sign Gallery: https://t.co/2a8Zmx6i7y",2018-09-30 02:29:16,6724,6996,31636,False,2020-07-26,@SkidonenkoForTX @stateoflynn How much is Chip paying his canvassers?  And does he give them health insurance and l… https://t.co/Lw0uh6F9fG,,Twitter for iPhone,False,much chip paying canvassers give health insurance l,POSITIVE,0,true information
Wanderlust&Memories,,Travel Blog and Original Photography 🌎 Country count: 38 IG: wanderlustnmemories FB https://t.co/StvGOmT7Fg I miss travelling⬇️,2017-09-12 21:46:51,641,488,25,False,2020-08-08,Traveling during #COVID19 is a pain. But I had an essential reason. I’m not even considering traveling for fun duri… https://t.co/NJx9u4rkCX,['COVID19'],Twitter for iPhone,False,traveling pain essential reason even considering fun duri,NEGATIVE,1,true information
The New Sarawak,,Your source of independent news and insights from Sarawak and beyond.,2020-03-24 08:20:43,161,0,0,False,2020-07-25,"Covid-19 survivor upset over “tidak apa” attitude by others

 https://t.co/3mvKca8t5I  

 Erika, who was quarantine… https://t.co/QIRb5YhANr",,IFTTT,False,covid 19 survivor upset tidak apa attitude others erika quarantine,NEGATIVE,0,unverified claim
Yvonne,"Toronto, Ontario","Mom, Traveller, I.T Professional",2013-04-28 23:52:53,48,227,2178,False,2020-07-25,"This man deserves NO credit.  The media needs to stop this.  Sure, he is changing his tune, but it has everything t… https://t.co/2almtq5Ota",,Twitter Web App,False,man deserves credit media needs stop sure changing tune everything,NEGATIVE,1,unverified claim
cincygirlstyle,,✨Tia✨ r.i.p to my homie for life Shanael Blankumsee❤️✨,2011-11-08 03:49:19,641,1498,40036,False,2020-08-09,"Shut this shit down and cancel all of our bills, y’all fucked up and dropped the ball on this one #COVID19 https://t.co/UqcBVnSxfz",['COVID19'],Twitter for iPhone,False,shut shit cancel bills fucked dropped ball one,NEGATIVE,1,unverified claim
Freedom United,,"Freedom United is the world’s largest anti-slavery community, using our collective power to demand change. Let’s end modern slavery together *RT ≠ endorsement",2012-04-16 16:54:07,31185,1352,17066,False,2020-08-07,#COVID19 is laying bare gaps in protection that exist for #ModernSlavery survivors &amp; at-risk migrants around the wo… https://t.co/76cehZKkSm,"['COVID19', 'ModernSlavery']",Hootsuite Inc.,False,laying bare gaps protection exist survivors amp risk migrants around wo,NEGATIVE,0,unverified claim
Amarjeet,"Bengaluru, India","Bharatiya, Music lover, Tweets on politics, finance, flicks, gadgets and vedanta. Opinions are entirely personal",2020-03-27 09:06:13,246,78,45,False,2020-07-25,A 100-year-old woman in #Karnataka has recovered from #COVID19 https://t.co/VBZuLLfbdq,"['Karnataka', 'COVID19']",Twitter for iPhone,False,100 year old woman recovered,POSITIVE,2,true information
