user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,cleaned_text,sentiment,topic,misinformation_label
Coronavirus Updates,,"COVID-19 (Coronavirus) Latest News & Statistics.
We post updates 24/7 as they come in, all stats are from official sources.
#Coronavirus #COVID19",2020-03-07 12:52:51,475,1,0,False,2020-08-09,"175 new cases in Singapore 

[8:48 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic","['coronavirus', 'CoronaVirusUpdate', 'COVID19', 'CoronavirusPandemic']",COVID19-Updates,False,175 new cases singapore 8 48 gmt,POSITIVE,85,true information
/dev/null//,Cuba,Fan bugjen frjemd.,2011-06-18 14:26:39,909,1153,12538,False,2020-07-25,Mind your step. #COVID19 #schiphol https://t.co/7vNzph0Xj8,"['COVID19', 'schiphol']",Twitter for Android,False,mind step,POSITIVE,86,unverified claim
Club of Mozambique,"Maputo, Mozambique","Club of Mozambique website is as an entryway into Mozambique for prospective investors, businesspersons, donors, and tourists that provides a information portal",2009-08-26 08:51:20,17114,2746,59,False,2020-08-06,"#Mozambique: Much ado about reopening – Watch
https://t.co/a7krw17Nss
#Mocambique #ReturntoSchool #Education… https://t.co/xE3Wkmavnd","['Mozambique', 'Mocambique', 'ReturntoSchool', 'Education']",Buffer,False,much ado reopening watch,POSITIVE,0,unverified claim
Wisdom Aghatise,Nigeria,"am fun, easy going but then you should not step on me, cause life is too easy to stop smiling😁😁😁",2019-01-14 18:40:56,41,214,746,False,2020-08-09,"#BBNaijialockdown2020 #BBNaija #ericko #COVID19 
Sign up and fully validate your accounts.
Random 20 person will be… https://t.co/w3FoiGuBby","['BBNaijialockdown2020', 'BBNaija', 'ericko', 'COVID19']",Twitter for Android,False,sign fully validate accounts random 20 person,NEGATIVE,65,true information
KingSyama 🇩🇯🇯🇲🇹🇿🇾🇪🇺🇸 BLVCK$IGNXRANT,"Harvey, IL","@TySyama
@Blvckignxrant 
@SyamaNetwork
@NeonGXNG 
#SocialNetworks #AllMusicPlatforms
#YouTube x #Google #Vlogger 
#🌍♈🆎✝
#🇹🇿#🇯🇲#🇩🇯#🇾🇪
#VictoryLap🏁",2019-05-21 09:26:50,84,1016,5488,False,2020-08-02,@ApolloTruman @KingJames everything a conspiracy to the theology until we see actual proof with this ellen degenera… https://t.co/mRo8Dkbjfr,,Twitter for Android,False,everything conspiracy theology see actual proof ellen degenera,NEGATIVE,40,true information
John Gravois,"Mansfield, TX","Former Houston Chronicle politics editor. Ex-deputy managing editor at Fort Worth Star-Telegram, Austin and Washington bureaus for Houston Post. Proud grandpa.",2009-06-01 22:46:02,3470,1977,13031,True,2020-08-09,"""I want to encourage our districts and schools to operate with transparency, and to ensure that students... are not… https://t.co/xZnbzK2qpp",,Twitter Web App,False,want encourage districts schools operate transparency ensure students,POSITIVE,0,true information
CSW USA,"Casper, Wyoming","We are Christian Solidarity Worldwide-USA, a partner to the non-profit CSW organizations. We advocate for religious freedom for all peoples and faiths.",2010-09-20 20:40:31,1152,57,0,False,2020-07-30,"As the #COVID19 pandemic continues to spread, we share some of the growing concerns about the impact in prisons.  https://t.co/fG6S5zwIjP",['COVID19'],Hootsuite Inc.,False,pandemic continues spread share growing concerns impact prisons,POSITIVE,107,true information
Anupam Gupta,Mumbai,"Neo: I thought it wasn't real.
Morpheus: Your mind makes it real.",2007-12-31 12:10:03,45448,87,83,True,2020-07-26,Thread alert. Mumbai's #COVID19 story: A 1hr long video interview of @mybmc's IS Chahal with Dr Shashank Joshi and… https://t.co/O2wmVcWGqd,['COVID19'],Twitter Web App,False,thread alert mumbai story 1hr long video interview chahal dr shashank joshi,NEGATIVE,9,unverified claim
AVS🇮🇳😷,"New Delhi, India","Biologically, Emotionally, Financially, Intellectually, N/E, Indian.........👽NationFirst | Himalaya | Parvati-Valley | Defence | Politics | MUFC | RT≠ENDT",2016-01-06 13:47:43,5154,873,73339,False,2020-08-12,"Country's #Covid19 recovery rate will cross 99% by the time these covid vaccines reach us. #IndiaFightsCOVID19 

Ma… https://t.co/6IhpNuOC8z","['Covid19', 'IndiaFightsCOVID19']",Twitter for iPhone,False,country recovery rate cross 99 time covid vaccines reach us,POSITIVE,3,true information
Adä Kilmister,,horrornight,2010-04-13 00:29:08,134,801,1608,False,2020-07-31,Yeahhh @IronMaiden en el @Wacken #WackenWorldWide  #Wacken #COVID19 https://t.co/TZCAnO1c9X,"['WackenWorldWide', 'Wacken', 'COVID19']",Twitter Web App,False,yeahhh en el,POSITIVE,149,unverified claim
Sonny Abraham,,,2010-01-31 07:36:24,44,281,12,False,2020-08-09,"India records 861 more COVID deaths, new high of 64,399 fresh cases of infection  https://t.co/FmzmkkKgbX #India… https://t.co/L0UgKJwpWY",['India'],Twitter Web App,False,india records 861 covid deaths new high 64 399 fresh cases infection,NEGATIVE,37,true information
Ra Sun,,,2017-04-09 01:29:06,13,98,89,False,2020-08-02,"@realDonaldTrump Speaking of death penalties. Over 157,000 Americans have died from #covid19. That's 25% of worldwi… https://t.co/V1e1AMRSee",['covid19'],Twitter Web App,False,speaking death penalties 157 000 americans died 25 worldwi,NEGATIVE,6,true information
All India Radio News,"New Delhi, India","Official account of News Services Division, All India Radio.

हिंदी के समाचारों के लिए @AIRNewsHindi को फॉलो करें!
Follow @AIRNewsUrdu for news updates in Urdu",2013-01-03 04:15:45,2494438,17,633,True,2020-08-11,"PM Modi reviews Corona situation with CMs of 10 states; Says working together, India can win the fight against… https://t.co/BDS7B9Hr46",,Twitter Web App,False,pm modi reviews corona situation cms 10 states says working together india win fight,POSITIVE,9,true information
John Johnstone,"Hampshire, England",,2009-06-29 22:17:04,57,279,2859,False,2020-07-27,"Favourite words on #bbcbreakfast are lack of clarity.
Here is clarity if you get back from Spain you quarantine
#COVID19 #COVIDIDIOTS","['bbcbreakfast', 'COVID19', 'COVIDIDIOTS']",Twitter for Android,False,favourite words lack clarity get back spain quarantine,NEGATIVE,15,unverified claim
Dipanshu Kabra,"Bilaspur, India","#IPS officer, IG Bilaspur #Chhattisgarh Police
My FGD: #Fitness #Gardening #Dogs
interested in Politics International Affairs and philanthropy.",2016-12-22 12:13:17,50830,2991,33447,True,2020-08-14,"#CoronaVirus की घर वापसी 😅

Chinese #COVID19 Virus returned Home after a world tour. 

#StaySafe.

https://t.co/K4qsV67tGq","['CoronaVirus', 'COVID19', 'StaySafe']",Twitter for Android,False,chinese virus returned home world tour,NEGATIVE,142,unverified claim
Lawyerforlaws,,"Believe in the Constitution, Laws, Order, Truth and Justice",2016-10-28 19:50:34,13358,2056,164344,False,2020-08-08,"@crfpeters @EveODestruction Yes they do test for Covid.
Many people who were getting elected surgeries tested Posit… https://t.co/3LIcqidygZ",,Twitter Web App,False,yes test covid many people getting elected surgeries tested posit,NEGATIVE,289,true information
Anthony Taylor,"South West, England","🖌 Branding & Graphic Design
🖥 Web Design & Development
🎥 Video Creation & Voiceover
📖 Printed Services 
#graphicdesign #webdesign #printservices",2020-08-02 13:47:22,1,3,0,False,2020-08-10,"Stay COVID safe in your office and workspace. Printed signs, stickers and more. Contact us today #GraphicDesigner… https://t.co/uw5jb9PQYT",['GraphicDesigner'],Twitter for iPhone,False,stay covid safe office workspace printed signs stickers contact us today,POSITIVE,65,true information
Economic Times,,"India's No. 1 Business Daily that brings you the latest #news updates | A Times Internet Product
https://t.co/1XskCMZXK5",2009-05-13 12:54:58,3657296,43,400,True,2020-07-25,"#HDFCBank forecast a deeper contraction of 7.5% for growth in the current fiscal, down from -4.8% it expected in Ma… https://t.co/EC7poFFw11",['HDFCBank'],TweetDeck,False,forecast deeper contraction 7 5 growth current fiscal 4 8 expected,POSITIVE,221,true information
CNBC-TV18,India,The CNBC-TV18 news ticker on Twitter. The news breaks here first.,2009-06-05 06:48:11,869333,554,189,True,2020-08-04,".@WockhardtHosp will be 'fill finishing' vaccine that AstraZeneca &amp; @UniofOxford co Vaccitech will give it, chief H… https://t.co/SIVvjUOOtl",,Twitter Web App,False,fill finishing vaccine astrazeneca amp co vaccitech give chief h,NEGATIVE,3,true information
Ms. Net,,"We must dump Trump, need BlueWave voters!! Trump so scared of my tweets he blocked me, despite law saying his twitter used officially so he can’t block!",2009-02-22 02:49:30,3850,3886,79154,False,2020-08-02,@RabbiJill @sherrilee7 @USPS Meet the nightmare installed as @POTUS that explains why America is being destroyed &amp;… https://t.co/B0ADxZLBJv,,Twitter for iPhone,False,meet nightmare installed explains america destroyed amp,NEGATIVE,1,unverified claim
TFG Football,The Loudest Part of the Stands,"Breaking News. Interviews. Features. Podcasts. Everything #indianfootball, with a tinge of fan madness.",2016-01-14 07:48:38,2144,54,205,False,2020-08-11,A campaign to help #indianfootball coaches who have been affected by #COVID19 has been launched by @theaifc...… https://t.co/RinWYuSMhZ,"['indianfootball', 'COVID19']",Twitter Web App,False,campaign help coaches affected launched,NEGATIVE,49,true information
John M.💙💪💪🏾🇺🇸🌊🌊2020,NO LISTS PLEASE,vote blue . If you like Trump you probably won’t like me. Wear a fucking 😷 in public places.#Resister #BLM #DemCastPA #DemCast #ONEV1 #JoeBiden2020 NO DM’s,2016-07-27 01:38:03,5063,5469,9232,False,2020-08-02,tRump here is a message from President Barack Obama he left for you with the pandemic team and catalog!… https://t.co/TyxqvKSz5S,,Twitter for iPhone,False,trump message president barack obama left pandemic team catalog,NEGATIVE,2,unverified claim
Aam Admi,,"Name: Billa Ranga
Address : 7 Race Course Road",2009-12-11 18:44:10,48530,40173,53598,False,2020-08-06,"In Sha Allah, all these bigoted idiotic arrogant scoundrels will contact #COVID19 and die. https://t.co/4QzmRIgDzk",['COVID19'],Twitter Web App,False,sha allah bigoted idiotic arrogant scoundrels contact die,NEGATIVE,11,unverified claim
simon magak,Nairobi,"A husband and a father. Goal orientented, decisive and creative, ready to cope up with the dynamic society and learn every positive new upcoming trends.",2020-08-04 09:35:45,5,30,13,False,2020-08-11,"We definitely care about your car, get the best brand and quality shade from us today. Any type of shade. Call or W… https://t.co/zE2Qe08Kwx",,Twitter for Android,False,definitely care car get best brand quality shade us today type call w,POSITIVE,147,true information
CoventryCityCouncil #StaySafe,"Coventry, England","If you need to report an issue, please go to https://t.co/uaTGJPfPpg
This account is monitored between 9.00am and 5.00pm weekdays.",2008-11-05 10:03:34,65086,2384,713,True,2020-07-25,The Government has highlighted the risks to smokers from #Covid19. Quitting or temporarily stopping during this out… https://t.co/qoHhO8Yo0W,['Covid19'],Orlo,False,government highlighted risks smokers quitting temporarily stopping,NEGATIVE,268,true information
Joshua Lukens,"San Diego, CA","Father, husband, technologist. Visualizing complicated data in complicated times to help make informed decisions. Follow to receive #COVID19 visualizations.",2009-02-16 20:51:57,241,410,47,False,2020-08-12,"#Brazil 3.05M #COVID19 cases most in South America followed by #Peru (483k), #Columbia (410k), #Chile (376k), &amp;… https://t.co/awpPDZc32c","['Brazil', 'COVID19', 'Peru', 'Columbia', 'Chile']",TweetDeck,False,3 05m cases south america followed 483k 410k 376k amp,NEGATIVE,1,true information
SecureKey,"Toronto, Ontario Canada",SecureKey is a leading identity and authentication provider that simplifies consumer access to online services and applications.,2010-09-17 17:28:47,2747,1271,1643,False,2020-07-30,"Social distancing due to #COVID19 is emphasizing the need for Canada to embrace digital signatures! 

Get a documen… https://t.co/OzobXlle1a",['COVID19'],HubSpot,False,social distancing due emphasizing need canada embrace digital signatures get documen,POSITIVE,27,unverified claim
Vastada Consulting,"Gurgaon, India","An Innovative strategy consulting firm that empowers clients to build,stay& grow their business in the Indian market through research & fact based consultation.",2015-04-20 17:14:07,118,161,101,False,2020-08-14,The healthcare industry has been the most crucial one and has been tested drastically during this pandemic. It is v… https://t.co/HSAPJGY0li,,Twitter for iPhone,False,healthcare industry crucial one tested drastically pandemic v,NEGATIVE,2,true information
Larry Tysome,,,2011-02-14 12:06:40,13,156,23,False,2020-08-22,"Apparently the virus is also racist. These analyses are lazy. It attacks human physiology not someone’s religion, o… https://t.co/8GZlOrbPkd",,Twitter for iPhone,False,apparently virus also racist analyses lazy attacks human physiology someone religion,NEGATIVE,8,unverified claim
Apple Daily HK 蘋果日報,Hong Kong,The most outspoken pro-democracy media in #HongKong. Founded by @JimmyLaiApple in 1995. English edition: https://t.co/lJtC6vQWKe App: https://t.co/WTTzlrDCtd,2009-09-02 05:15:28,452215,8,63,True,2020-07-28,"The #COVID19 pandemic was caused by the #CCP’s mistakes and its natural inclination to cover up problems, said Japa… https://t.co/7jJipYkksN","['COVID19', 'CCP']",TweetDeck,False,pandemic caused mistakes natural inclination cover problems said japa,NEGATIVE,2,unverified claim
carli2013,,Freedom is life,2020-04-08 05:39:18,115,452,3309,False,2020-08-13,#cdnpoli #FightBack #Swedeniswinning #onpoli #COVID19 #Masks and tests aren’t needed there is a cure.  They count c… https://t.co/mSvtJ7vM0G,"['cdnpoli', 'FightBack', 'Swedeniswinning', 'onpoli', 'COVID19', 'Masks']",Twitter for iPhone,False,tests needed cure count c,NEGATIVE,34,true information
Dr Laytex,Mashigan,Middle aged slacker works at jobs beneath his station. Hilarity ensues.,2014-11-17 10:13:40,10,17,25,False,2020-08-06,"Anti-science is not new to American politics 
#NoComradesUnder1k 
#Trump 
#COVID19 https://t.co/1kLYCNlw30","['NoComradesUnder1k', 'Trump', 'COVID19']",Twitter for Android,False,anti science new american politics,NEGATIVE,179,misinformation
Simon Tunstall,Dalton in Furness,"From Carlisle, Lives Dalton and follows England and Carlisle United. A passion for horse racing. Most importantly retired at the Grand old age of 48.",2014-08-24 13:01:22,821,1007,67855,False,2020-08-22,Sounds familiar @BorisJohnson @MattHancock @CMO_England. If only @SkyNews followed their Australian colleagues… https://t.co/XwNuWBU0a1,,Twitter for Android,False,sounds familiar followed australian colleagues,POSITIVE,116,true information
Carlos Lerzundy,"Raleigh, NC","Dad, Husband, Information Technology Engineer, Tech enthusiast and Independent COVID19-NC Chart Maker",2008-04-26 14:34:19,242,287,554,False,2020-08-29,#CoronaVirusNC Cases By Day #Aug29 #NorthCarolina #COVID19 #COVID19NC  #Covid19NCCharts #ReopenNC #StayAtHomeNC… https://t.co/Qziup6quQ2,"['CoronaVirusNC', 'Aug29', 'NorthCarolina', 'COVID19', 'COVID19NC', 'Covid19NCCharts', 'ReopenNC', 'StayAtHomeNC']",TweetDeck,False,cases day,POSITIVE,4,true information
Robert Sitler,"New York, USA",Yo! Whats good! I’m a future Air Force Pilot (hopefully) who doesn’t really post much! Follow if you’d like!,2018-08-22 00:55:11,13,22,54,False,2020-08-22,WE ARE LIVE!!!! Come Down and Hang Out In Chat!!! Lets Get A Dub!!! #CallofDuty #Warzone #YouTube #COVID19… https://t.co/K0aqDLsc4D,"['CallofDuty', 'Warzone', 'YouTube', 'COVID19']",Twitter for iPhone,False,live come hang chat lets get dub,NEGATIVE,246,unverified claim
Shaun Quigley,Salford Greater Manchester ,30 years in the Crane Industry. Heavy Cranes Sales Manager at Graham Jones Cranes Ltd Contract Lifting Specialist. Senior Appointed Person-Lifting Operations,2013-03-22 16:46:48,699,777,83,False,2020-08-22,Video clips of 2018 TV show in Japan discussing Corona Virus a year + before the rest of the #World was introduced… https://t.co/gqHGSrWSQD,['World'],Twitter for iPhone,False,video clips 2018 tv show japan discussing corona virus year rest introduced,NEGATIVE,5,unverified claim
tv9gujarati,"Gujarat, India",NO.1 GUJARATI NEWS CHANNEL. Follow us for breaking news and updates from Gujarat and India. For latest News Videos Subscribe https://t.co/qgmqtapacW,2011-08-01 06:24:46,517823,169,20,True,2020-08-01,"#Maharashtra reported 9,601 #COVID19 cases and 322 deaths today, taking total cases to 4,31,719 including 2,66,883… https://t.co/YgS7CwIR0D","['Maharashtra', 'COVID19']",Twitter for Android,False,reported 9 601 cases 322 deaths today taking total 4 31 719 including 2 66 883,NEGATIVE,13,true information
Farah Moulvi,"Tampa, FL",#Science #research #innovate #publichealth #safety #Biosafety #AnimalWelfare #stocks #investment #FIRE #newsjunkie #USF | My tweets = my views |LifeLongLearner,2012-09-19 14:15:28,1737,4912,7415,False,2020-07-29,What is the Genetic Link to COVID-19 Disease Severity? - BioTechniques #COVID19 #genetics  https://t.co/w8HU3tFkxM,"['COVID19', 'genetics']",Twitter for iPhone,False,genetic link covid 19 disease severity biotechniques,NEGATIVE,126,true information
Refugees International,"Washington, DC",Refugees International advocates for lifesaving assistance and protection for displaced people. We are independent and do not accept government or UN funding.,2008-11-26 15:22:02,294007,2362,2609,True,2020-08-17,"“As the civil war in Syria continues for a tenth year, the #COVID19 pandemic threatens vulnerable communities insid… https://t.co/oQaqinRTBK",['COVID19'],Buffer,False,civil war syria continues tenth year pandemic threatens vulnerable communities insid,NEGATIVE,2,true information
Sarah Krueger,"Durham, NC",#Durham reporter for @WRAL. @DukeGradSchool student. @DukeU alum. Bull City resident/enthusiast. Emmy & Murrow winner. 🇺🇸➡️🇧🇮 ➡️🇧🇼 ➡️🇬🇧 ➡️🇺🇸,2010-09-26 16:07:29,5493,578,1402,True,2020-08-07,Schewel notes that all #Duke students living on campus will be tested for #COVID19 upon arrival and they will have… https://t.co/igNoqbOS5R,"['Duke', 'COVID19']",Twitter Web App,False,schewel notes students living campus tested upon arrival,POSITIVE,73,true information
pere ciurana🌍,"Cambrils, Spain","Hunter-gatherer whose nation is Milky Way. Physicist, ITS and data scientist expert. Interested on  reason,quantum,irrationality,technology,data flows,religion",2017-10-04 06:45:01,67,125,1239,False,2020-07-26,"Censorship repeat with me: virus are simply excretions of toxic cells, virus are simply excretions of toxic cells,… https://t.co/WQF3yilFun",,Twitter for Android,False,censorship repeat virus simply excretions toxic cells,NEGATIVE,8,unverified claim
Sussex Community NHS,East and West Sussex,"Main provider of #NHS community care across West Sussex, Brighton and Hove, and High Weald Lewes and Havens. Monitored M-F 9-5pm.",2012-01-06 09:31:51,5599,2297,4997,False,2020-08-30,"Our @scft_ahp #TopTips for standing and balance exercises during #COVID19 recovery:

🌡️ Remember to warm up and coo… https://t.co/nzLv7EE8Pm","['TopTips', 'COVID19']",Hootsuite Inc.,False,standing balance exercises recovery remember warm coo,POSITIVE,98,true information
Global News Bangkok 🇹🇭,ความรักทำให้โลกหมุนไป GEN X🥃,🏳️‍🌈ATHEIST🇦🇺☄NewsGeek☔TechGeek⌨ Motorsport⏱ Music©️✨80's ♋Comedyツ Wine♔ ✈Aviation ⛵Travel🗺 COOLJAPAN🚄♨⛄⚡📷Photography⛩Pro-Choice⚖Pro-Euthanasia⚕☯️ @GLOBALNEWSTH,2015-08-07 02:15:02,307,509,372,False,2020-08-16,"#COVID19 #CORONAVIRUS Tracker #Thailand 🇹🇭 https://t.co/uvsK7UvzG2 🦠 #Bangkok 
Total Cases: 3,377
New Cases: 1
Deat… https://t.co/0QbRnYTjCA","['COVID19', 'CORONAVIRUS', 'Thailand', 'Bangkok']",Twidere for Android,False,tracker total cases 3 377 new 1 deat,NEGATIVE,203,true information
Odenigbo⚓️,Earth ,TeamBarcelona/TeamSailor🚢🛳⛴⛵️/RareBreed💥Maritime ⚓️ Instagram:brightoski,2012-08-27 18:04:57,678,670,4140,False,2020-07-25,"Lol no international flight, but an individual will charter plane ✈️ and resell ticket at high price.. 
#COVID19 Business",['COVID19'],Twitter for iPhone,False,lol international flight individual charter plane resell ticket high price business,NEGATIVE,59,unverified claim
Alexxis,Here there,Smile.🙂.,2011-03-23 04:41:24,10083,11082,73747,False,2020-08-14,@DrTedros @WHO @UNICEF Call on governments to shutdown schools during the #COVID19 pandemic!,['COVID19'],Twitter Web App,False,call governments shutdown schools pandemic,NEGATIVE,0,unverified claim
Dr Prasad M Bhukebag MS FACS MRCSEd MRCPS(Glasg),Mumbai,"Laparoscopic Gastrointestinal, Bariatric & General Surgeon | Fitness Enthusiast | Health Advocate",2020-02-27 04:11:35,20,28,84,False,2020-08-14,"It’s International #YouthDay!⠀
 ⠀
WHO calls on youth around the 🌎🌍🌏 to take lead, take action and fight the… https://t.co/vaIBn8hgtV",['YouthDay'],Twitter for iPhone,False,international calls youth around take lead action fight,POSITIVE,94,true information
Claromentis,UK • USA • AU • CA,"Go beyond the #intranet to the #digitalworkplace.   We help your #business share information, work smarter, and engage with people to reach your goals.",2008-11-14 22:18:59,5572,4458,171,False,2020-08-02,"As many of us worry about the effects of coronavirus on ourselves, our loved ones, and our livelihoods, it can, at… https://t.co/qPuh5p4kN7",,Sprout Social,False,many us worry effects coronavirus loved ones livelihoods,NEGATIVE,5,unverified claim
Wall Street Read,,"For all the breaking news in Wall Street. 

#wallstreet #stockmarket #Recession #StockMarketCrash",2020-03-09 21:05:52,2459,2351,174,False,2020-08-01,"Sanofi and GSK's vaccine candidate is selected by Operation Warp Speed. And here's what $MRK, $CL, $CVX, and $CAT s… https://t.co/6MbOZaSai6",,Traject Social,False,sanofi gsk vaccine candidate selected operation warp speed mrk cl cvx cat,NEGATIVE,3,true information
headline.kwt®,,THE LATEST NEWS & INFORMATION THAT MATTERS TO YOU - Follow for latest News Alerts -,2020-04-24 13:15:56,482,692,1246,False,2020-08-11,"11-AUGUST-2020
🤲🏻🙏🏻🤲🏻🙏🏻

731 covid19 patients recovery in kuwait in last 24 hours.

Total Recovery - 64,759… https://t.co/6sUAfITE4l",,Twitter for iPhone,False,11 august 2020 731 covid19 patients recovery kuwait last 24 hours total 64 759,POSITIVE,26,true information
Scott Hauck,"Mancos, CO",Our family focuses on living and farming according to the laws of nature.,2020-03-24 19:29:51,49,97,161,False,2020-08-17,"@jasonmauck1 TRUTH. 

There was a swine flu, hong kong flu, in 1969. it killed 1-4million globally. And we threw wo… https://t.co/nBSm5cxUma",,Twitter Web App,False,truth swine flu hong kong 1969 killed 1 4million globally threw wo,NEGATIVE,43,true information
Jennifer Fielding,,"Civil serpent, reader, thinker, mom, public education supporter, political junkie, avid consumer of media and current events",2013-11-23 20:39:40,140,390,15,False,2020-08-16,Thread from Dr Zoe Hyde on #covidtoes and #covid19 in children - still so many unknowns #bced #UnsafeSeptember… https://t.co/t4x7uHzdV6,"['covidtoes', 'covid19', 'bced', 'UnsafeSeptember']",Twitter for Android,False,thread dr zoe hyde children still many unknowns,NEGATIVE,0,unverified claim
CovidUpdate,,Update about #Coronavirus #COVIDー19,2020-03-14 22:56:05,118,55,17,False,2020-08-16,"🦠 Follow @CovidUpdateEU : Update around the World 🌍

🚑 Total cases: 21,601,847 (9248 since last update)
Cases close… https://t.co/mIRV2B4Mff",,eupdater,False,follow update around world total cases 21 601 847 9248 since last close,NEGATIVE,4,true information
Orko Manna,"Las Vegas, NV","Reporter for @8NewsNow (@CBSNews in Las Vegas) | 2x Emmy Award Nominee | @NorthwesternU, @MedillSchool & @Cambridge_Uni alum | Chicago kid | RTs ≠ endorsements",2012-09-29 06:55:24,1633,89,706,False,2020-08-09,COMING UP: It's an entertainment experience that's out of this world. #Burger51 is a new drive-in movie theater in… https://t.co/8NY82Aqdt3,['Burger51'],Twitter Web App,False,coming entertainment experience world new drive movie theater,POSITIVE,270,unverified claim
Ahmjus Ay'n: So - I'm a Nancy!,The Windmills of My Mind,"The variety of humanity fascinates. Rise above ignorance, goose the apathetic.
RememberDachauDems
Obama, my captain. #Resist!
Politics*Critters*Music*Art*Nature",2012-08-03 07:59:26,2343,4993,57065,False,2020-08-08,@IngrahamAngle Trump🇷🇺 still precedent after 161k #covid19 deaths.⚰️⚰️⚰️⚰️,['covid19'],Twitter Web App,False,trump still precedent 161k deaths,NEGATIVE,6,true information
Khanyisile Kgoadi,"Cape Town, South Africa",Award Winning Woman Scientist| Humanitarian| Education & Science Advocate #STEM | PhD Candidate @UCT_news| 2018 #MG200Young| EXCO @SAImmunology,2010-05-11 04:48:29,126,199,1817,False,2020-08-22,Thanks to @Cristiano @Ibra_official @lewy_official @JoshuaKimmich @leongoretzka_ for your initiatives to fight… https://t.co/14jRtM9wcW,,Global Citizen Mobile App,False,thanks initiatives fight,POSITIVE,49,true information
Star&Crescent,"Portsmouth, UK",Pompey people have a lot to say. We give them somewhere to say it. #Hyperlocal #SocEnt serving news and views to #Portsmouth.,2015-02-16 17:13:17,1849,2025,4207,False,2020-07-26,'Corona Warspeak has had serious consequences for the social and individual experience of the coronavirus crisis. I… https://t.co/dr9FICP1i3,,Twitter for Advertisers,False,corona warspeak serious consequences social individual experience coronavirus crisis,NEGATIVE,5,true information
Michelle Mercurio,"Richmond, VA",Brand Catalyst & Coach. Get paid MORE to be more YOU. Ambassador @Richmond_CM #RVA #NASA #EDM #craftbeer,2008-02-25 21:21:49,1068,1642,3238,False,2020-07-30,"Summed up in a tweet, just like the #CheetoInChief  likes it!  @realDonaldTrump @POTUS #COVID19 (didn't mean to off… https://t.co/8Us9jAan0d","['CheetoInChief', 'COVID19']",Twitter for Android,False,summed tweet like likes mean,NEGATIVE,10,unverified claim
FogBelter,"Cobweb Palace, San Francisco",~To Fight is to Win~,2008-06-13 05:05:25,1551,3160,36885,False,2020-08-02,"It’s not like he killed 150,000 Americans ... just saying. 

#COVID19 https://t.co/o8MJ1XwdQd",['COVID19'],Twitter for iPhone,False,like killed 150 000 americans saying,NEGATIVE,6,unverified claim
Studio Theater in Exile,,,2018-11-20 15:15:32,9,1,0,False,2020-08-01,Check out the new work by Barbara Korman now on Climbing the Walls at https://t.co/BqCyGfiC0f… https://t.co/WWOM9sqYIU,,Hootsuite Inc.,False,check new work barbara korman climbing walls,POSITIVE,79,true information
Laura Wolfrom,"Lexington, KY",The only things I collect are memories.,2010-09-24 02:01:15,85,586,1902,False,2020-08-04,So far this summer I have filled up my lawn mower with gas more often than I’ve filled up my car . #COVID19 #QuarantineLife,"['COVID19', 'QuarantineLife']",Twitter for iPhone,False,far summer filled lawn mower gas often car,NEGATIVE,103,unverified claim
joe mack arthee,,Will Tweet fer food Wannabe cult leader,2016-07-29 11:00:51,5,27,2,False,2020-08-12,Russian strong man #Putin and his Chinese counterpart Ping Pong Xi have announced they got #COVID19 vaccines. In or… https://t.co/oVlpchVe0X,"['Putin', 'COVID19']",Twitter Web App,False,russian strong man chinese counterpart ping pong xi announced got vaccines,POSITIVE,18,unverified claim
Torino Kwong Johnson 🏁,South Central - Los Angeles ,Life long learner. Relationship engineer. Servant leader #TorinoTuesday Basketball Coach,2009-04-17 15:07:53,1909,4959,14849,False,2020-08-16,Whatever you call yourself in this spiritual equation - get on your knees and pray 2 your God &amp; creator that you se… https://t.co/GJEHjgto3d,,Twitter for iPhone,False,whatever call spiritual equation get knees pray 2 god amp creator se,NEGATIVE,11,unverified claim
Vijayanand Chidambaram,"Chennai, India",COVID Data Analyst. Follow me for Authentic & Verified updates on #COVID. Senior Engineering Manager at @SoftwareAG. IoT & ML/Artificial Intelligence Innovator.,2010-02-21 09:15:13,478,89,567,False,2020-08-17,"Some fact on current TN Active cases distribution and growth rate of #Covid. 

Coimbatore, Salem are contributing i… https://t.co/xfXKnWv14r",['Covid'],Twitter Web App,False,fact current tn active cases distribution growth rate coimbatore salem contributing,POSITIVE,4,true information
Lex,NY,,2012-02-10 19:49:11,18,21,912,False,2020-08-04,It's crucial to research all angles when trying to understand what is happening with the coronavirus.… https://t.co/hxpCNiHvQ6,,Twitter Web App,False,crucial research angles trying understand happening coronavirus,POSITIVE,5,true information
Bruce Wayne,,"One who loves, supports, and defends one's country.
A person who loves his country, and zealously supports and defends it and its interests. #Maga #Trump2020",2020-06-20 21:49:53,37,184,0,False,2020-07-25,Because @DrFaucis1 is a Fraud! #FireFauci #BillGatesVirus #BillGates #COVID19 @DiamondandSilk https://t.co/UOTlG7qn9a,"['FireFauci', 'BillGatesVirus', 'BillGates', 'COVID19']",Twitter Web App,False,fraud,NEGATIVE,83,unverified claim
