user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,label,cleaned_text
m4rk_,"Lucena City, Calabarzon",instagram: dandomarklester_,2018-03-16 05:01:47,327,295,11684,False,2020-08-11,"Russia has developed 'first' coronavirus vaccine, according to President Vladimir Putin. #COVID19 | via Agence France-Presse",['COVID19'],Twitter Web App,False,true information,russia developed first coronavirus vaccine according president vladimir putin via agence france presse
salma zulfiqar,Eng,"Award winning Artist/Activist - Founder of ARTconnects empowering Refugees, Women ,Youth. United Nations advisor.   Own views. https://t.co/7WKMMBnmxO",2017-08-06 15:18:59,867,2681,19379,False,2020-07-27,Pregnant women at risk of death in Kenya's COVID-19 curfew - ABC News via @ABC - https://t.co/a1kesRFyvZ #COVID19 #Equality #WomensRights,"['COVID19', 'Equality', 'WomensRights']",Twitter Web App,False,unverified claim,pregnant women risk death kenya covid 19 curfew abc news via
Carl Wilkinson,Hull,Love my girls and my amazing family . Second love is Hull City..My views are my own and do not represent my employers,2011-05-12 21:48:02,134,351,881,False,2020-07-31,When you're 8 year old little girl points to the TV when #BorisJohnson is on the TV. Shouts out we hate you. Tells… https://t.co/jOrpOb4LUE,['BorisJohnson'],Twitter for Android,False,misinformation,8 year old little girl points tv shouts hate tells
Merge 104.8,"Muscat, Sultanate of Oman","Merge Breakfast with Tom Green, Afternoons with Chris Fisher & Total Access with Neal! Listen Live : https://t.co/3RMTzYQBBu",2011-02-15 12:07:11,11635,127,5336,False,2020-08-12,"The UK economy saw a 20.4% decline in the second quarter of 2020.

#news #world #economy #UK #COVID19

https://t.co/hGvQUENfDY","['news', 'world', 'economy', 'UK', 'COVID19']",Twitter Web App,False,true information,uk economy saw 20 4 decline second quarter 2020
Tony Menendez,United States of America,Es un cronista deportivo nacido en Puerto Rico que por más de 25 años se ha dedicado a la especialización del béisbol de las Grandes Ligas y el Caribe.,2011-05-18 05:48:14,1415,1201,41425,False,2020-08-01,#MLB #coronavirus #COVID19 Simple as it is ... https://t.co/YrDxHBvmDg,"['MLB', 'coronavirus', 'COVID19']",Twitter for iPhone,False,true information,simple
trappy,6 downing st,"28 am/it/Individual Sovereign/ Ghost Writer/drug activist/ Dog behaviourist/Care leaver/ Creator. #T1D, Founder of @OverdoseRebellion  Author of 6 & other shit✍",2019-09-26 15:24:46,214,217,1812,False,2020-07-27,"Not only is #COVID19 a taskforce in #zoolander2 
Blackface was used, this is why media reported they desperately tr… https://t.co/cCuAKOvggh","['COVID19', 'zoolander2']",Twitter for Android,False,unverified claim,taskforce blackface used media reported desperately tr
Graham Pontin,,"Head of Economic and Strategic #policy, Company Director - loves #technology, #films, #gadgets, #housing, #energy and anything innovative - all views are my own",2012-07-06 08:32:35,610,1958,47,False,2020-08-06,How Boris Johnson lost control - https://t.co/HGY2tOhAl6 via @FT #COVID19 #economy,"['COVID19', 'economy']",Twitter for Android,False,unverified claim,boris johnson lost control via
Dushyant Vachhani,,,2010-02-11 00:42:17,33,44,35,False,2020-08-14,@mm_schill @ThinkUpstream @NaomiKritzer Do in person #EarlyVoting (able &amp; willing) as it gets counted on Nov-3 EOD.… https://t.co/qbo0WsQr1S,['EarlyVoting'],Twitter Web App,False,true information,person able amp willing gets counted nov 3 eod
News Daily 24,"Guwahati, Assam","ND24 is a bilingual news web portal headquartered in Guwahati, Assam. Follow and stay tuned for all the latest happenings and breaking news updates",2020-03-15 09:50:14,384,161,0,False,2020-08-09,"7 people were killed in a fire at a hotel, which is used as a #COVID19 Care Centre, in Andhra Pradesh’s #Vijayawada… https://t.co/FVEh4kazTg","['COVID19', 'Vijayawada']",Twitter Web App,False,unverified claim,7 people killed fire hotel used care centre andhra pradesh
Shadow Shadow Governments,Newropolis - Newtopia,"'People Behind The People, Behind The People'
People in power will only look to get back in power
We Look To Divide To Make Money
#DigitalFracking",2014-10-07 17:54:58,48,276,2308,False,2020-08-01,Wondering will #RussianVaccine change #COVID19 back into a more manageable 'Virus' even though the figures will rem… https://t.co/9i0p3Mefg0,"['RussianVaccine', 'COVID19']",Twitter Web App,False,unverified claim,wondering change back manageable virus even though figures rem
Loveone,,"India's favourite online shopping destination for clothing, electronics & fitness equipments. Visit: https://t.co/UQq5vobKJZ",2020-03-18 11:20:50,0,0,0,False,2020-08-14,"3-Ply Disposable Surgical Mask in #Chandigarh #Mohali #Panchkula. 
Call +91 9915308533
Visit:… https://t.co/E8XR78UpAD","['Chandigarh', 'Mohali', 'Panchkula']",Twitter Web App,False,true information,3 ply disposable surgical mask call 91 9915308533 visit
"Megan L. Srinivas, MD MPH","Iowa, USA","Infectious Disease Doc/Public Health. Past: @Harvard, @Iowa, @HarvardChanSPH, @JohnsHopkins. Now: @AmerMedicalAssn, @UNCglobalhealth, @CHC_FD, @atlanticfellows",2013-10-28 05:02:05,1998,1423,5025,False,2020-07-31,"Prevention is the key to protecting our kids, teachers, school staff, &amp; communities.

Thank you,
Your Local Infecti… https://t.co/y5ftLNoOEh",,Twitter for iPhone,False,true information,prevention key protecting kids teachers school staff amp communities thank local infecti
UC Davis Public Health Sciences 😷,"Davis, CA","Our mission is to improve the health of people using approaches based in epidemiology, biostatistics, health economics, and behavioral science.",2018-10-23 18:34:11,433,279,3734,False,2020-07-25,Our Dept Chair Brad Pollock weighs in on safely reopening schools during #COVID19  in @nytimes interview with… https://t.co/8VpbvWSGAy,['COVID19'],Twitter Web App,False,true information,dept chair brad pollock weighs safely reopening schools interview
Jenni Crothers,Milky Way,"Geeky sci-fi fan who travels, fly fishes, skis and Flowrides.",2013-10-01 21:31:51,35,33,6908,False,2020-07-25,@SpencerJCox Wow. How many residents of Fairview have #COVID19 because you didn’t mandate masks? 😷 #PioneerDay… https://t.co/Oa8S1F8ELV,"['COVID19', 'PioneerDay']",Twitter for iPhone,False,unverified claim,wow many residents fairview mandate masks
LUIS SALINAS SAN MARTIN,La Paz Bolivia,"Electrical Engineer, Sustainable and Renewable Energy Specialist, Electricity Markets and Regulation expert and Lecturer. Democrat and Christian Chatolic!",2018-08-09 11:02:54,101,350,2835,False,2020-08-08,"@Simeon_cali @KawsachunNews @KawsachunCoca Elections will be held the 18/10, thats the final decision of the electo… https://t.co/8v4ZAXTEuG",,Twitter Web App,False,true information,elections held 18 10 thats final decision electo
Udayavani,Manipal,Udayavani is a hyper-local news and infotainment platform capturing the pulse of Coastal Karnataka In English and Kannada,2011-05-04 12:50:52,61928,117,4368,False,2020-08-08,"#COVID19: Union minister Kailash Chaudhary tests positive
https://t.co/C49UtOPY0E",['COVID19'],Twitter Web App,False,true information,union minister kailash chaudhary tests positive
Allen J Cannon,,"For others, not💰not fame, If we want people to do the right thing START w/ fearless accountability. BE YOUR best & not FOR SALE! #CannonFire2022NJ",2014-01-25 02:39:33,19406,21330,23968,False,2020-08-06,This is systemic racism. The idea that someone uses policy to subject your children and the homes they return to cr… https://t.co/XQOOUwcB5i,,Twitter for Android,False,unverified claim,systemic racism idea someone uses policy subject children homes return cr
Taiwo Agbaje,Here or There,"Town Planner 📏📐|Good Governance| Excellence Stickler| Semo Hater|Better Cities, Better Health |#P4CA Advocate |A Lover |OOU Alumnus| Omo Ogun Ise Ya✌",2010-08-26 14:54:54,2358,3255,32265,False,2020-08-04,"""Allah does not like arrogant, boastful people, who are miserly and enjoin others to be the same and conceal the ri… https://t.co/2adneDUvCU",,Twitter Web App,False,unverified claim,allah like arrogant boastful people miserly enjoin others conceal ri
Hartlepool Council,Hartlepool,"The official Twitter account of Hartlepool Borough Council. All the latest news and events for #Hartlepool will be tweeted here, as well as emergency info.",2011-04-05 09:36:42,8497,717,349,True,2020-08-02,"#Coronavirus: If you have symptoms, get tested immediately to protect your friends and family. #Covid_19 #COVID19… https://t.co/4d2gHEExMr","['Coronavirus', 'Covid_19', 'COVID19']",Twitter for iPhone,False,true information,symptoms get tested immediately protect friends family
Generation Unlimited,,Our time. Our turn. Our future. 🌍 A new global partnership to ensure every young person is in education 👩🏻‍🎓 training 👨🏿‍💻 or employment 👷🏽‍♀️ by 2030.,2018-08-28 14:39:51,25343,140,4475,False,2020-08-12,"Supporting school to work transition is key to get young people faster into jobs, reducing exposure to unemployment… https://t.co/qSmUEwoWYG",,Twitter Web App,False,true information,supporting school work transition key get young people faster jobs reducing exposure unemployment
Phil Scully,"ÜT: 51.480992,-3.194113",Marketing. Creative. Mental Health Advocate. Queer. Dysgu Cymraeg.,2009-05-01 08:16:47,1427,535,17005,False,2020-08-30,"Are you HONESTLY sticking to the bubble rules, or is social distancing effectively dead?

#COVID19 #Covid19UK… https://t.co/kxc46vV6mq","['COVID19', 'Covid19UK']",Twitter for Android,False,true information,honestly sticking bubble rules social distancing effectively dead
OTV,"Bhubaneshwar, India","If something on Odisha is not on https://t.co/tklvVwUTgF, it is unlikely to be elsewhere...

Join us on Telegram:  https://t.co/Hu7tZ0QKiH
Follow us on Facebook: https://t.co/EYZelyrCNf",2011-12-16 07:28:52,534839,279,485,True,2020-07-27,"India's COVID tally breaches 14 lakh mark, death toll rises to 32771 

#COVID19 #CoronavirusIndia 
https://t.co/OpxbP7vxy1","['COVID19', 'CoronavirusIndia']",Twitter Web App,False,true information,india covid tally breaches 14 lakh mark death toll rises 32771
🔊🍷😷Halli Casser-Jayne Podcast🔊🍷😷,"Florida, USA","Halli hosts THE HALLI CASSER-JAYNE PODCAST Democracy dies one lie at a time. Defeat Trump, save us all! https://t.co/XZTWJ2aBi7",2008-08-19 00:45:44,26671,20366,23434,False,2020-07-31,"📣 New Podcast! ""TRUMP, COVID-19, MAXWELL, BIDEN &amp; MORE"" on @Spreaker #congress #covid19 #democrat #donaldtrump… https://t.co/C2OkZoqzW8","['congress', 'covid19', 'democrat', 'donaldtrump']",Spreaker,False,unverified claim,new podcast trump covid 19 maxwell biden amp
Jaclyn Durant,,"MSW, LCSW ✨ School Based FCT and Social Worker",2016-09-16 20:15:10,152,192,2986,False,2020-08-10,Webinar #1 of the week - Thank you @NCSMHtweets for these learning experiences!  #WeAreRedClay #RicheyProud… https://t.co/MJiEXsbAlT,"['WeAreRedClay', 'RicheyProud']",Twitter for iPhone,False,unverified claim,webinar week thank learning experiences
Kristen,"Georgia, USA","Southern. A little sweary. A lot *opinionated. Vaccines save lives. Kindness does too. #Biden2020🥁 *Don’t blame these on anybody but me, I said what I said.",2019-08-28 16:44:29,3394,4550,70410,False,2020-07-30,@nycsouthpaw @atrupar #COVID19 sadly.,['COVID19'],Twitter for iPhone,False,unverified claim,sadly
China Xinhua News,"Headquartered in Beijing, PRC","We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias",2012-02-09 01:10:18,12674181,64,0,True,2020-08-11,"Wearing a mask, maintaining a distance... A Mozambican student studying in China's Taiyuan shares her experience of… https://t.co/nKe6p72eUS",,China Xinhua News,False,unverified claim,wearing mask maintaining distance mozambican student studying china taiyuan shares experience
Toyyib Ọládiméjì Abdulkareem,"Geneva, Switzerland","Health Promotion and Policy ¦ Alum @commschols @wlv_uni MPH ¦ Medical Science ¦ Intern, @WHO HQ ¦ @TheWellbeingI ¦ Science, social justice, ☀, 🎨 & life",2017-06-04 11:36:37,1531,1387,14082,False,2020-07-25,We're surviving a pandemic. Not exactly the time to test-run policies that have financial implications and further… https://t.co/sFXFJr70kS,,Twitter for Android,False,true information,surviving pandemic exactly time test run policies financial implications
CovidUpdate,,Update about #Coronavirus #COVIDー19,2020-03-14 22:56:05,118,55,17,False,2020-08-22,"🦠 Follow @CovidUpdateEU : Update around the World 🌍

🚑 Total cases: 23,120,802 (2989 since last update)
Cases close… https://t.co/v7gTXCKYSJ",,eupdater,False,true information,follow update around world total cases 23 120 802 2989 since last close
Dr. Violet Oloibiri,Ghent,"Water scientist, #sustainability enthusiast, @Groen, @UGent  alumni, mum, wife, #plantbasedfoodie #earthlover",2012-01-30 19:27:10,406,469,654,False,2020-08-12,Did you know that the virus that causes #Covid19 can survive on different surfaces for up to 5 days? this depends o… https://t.co/2vR2LaIauW,['Covid19'],TweetDeck,False,true information,know virus causes survive different surfaces 5 days depends
/dev/null//,Cuba,Fan bugjen frjemd.,2011-06-18 14:26:39,909,1153,12538,False,2020-07-25,Mind your step. #COVID19 #schiphol https://t.co/7vNzph0Xj8,"['COVID19', 'schiphol']",Twitter for Android,False,unverified claim,mind step
SwePost,"Hyderabad, India","The greatest crime in a history is Not a WAR, It is Our 🤐 Silence.",2018-04-14 20:23:47,1775,896,26367,False,2020-08-01,"#Kennedy Jr. #Warns Parents About Danger Of Using Largely-Untested #COVID19 Vaccines On #Kids

“The Moderna… https://t.co/EMeBrdcPE9","['Kennedy', 'Warns', 'COVID19', 'Kids']",Twitter for Android,False,unverified claim,jr parents danger using largely untested vaccines moderna
Doctona,"India, Sri Lanka","Stay at home and visit your online doctor!
#Doctona
Video Consultations | Online Prescriptions | Timely Reminders",2020-06-11 14:11:44,19,3,18,False,2020-08-13,"Give Google some break, and get expert advice on your phone! #RegisterNow at https://t.co/EHdReCcGgQ to win… https://t.co/0JU6NlvrlB",['RegisterNow'],Twitter for Android,False,unverified claim,give google break get expert advice phone win
Carlos Lerzundy,"Raleigh, NC","Dad, Husband, Information Technology Engineer, Tech enthusiast and Independent COVID19-NC Chart Maker",2008-04-26 14:34:19,242,287,554,False,2020-08-29,#CoronaVirusNC Cases By Day #Aug29 #NorthCarolina #COVID19 #COVID19NC  #Covid19NCCharts #ReopenNC #StayAtHomeNC… https://t.co/Qziup6quQ2,"['CoronaVirusNC', 'Aug29', 'NorthCarolina', 'COVID19', 'COVID19NC', 'Covid19NCCharts', 'ReopenNC', 'StayAtHomeNC']",TweetDeck,False,true information,cases day
Kay,Средняя Школа #178,ʇsɹᴉɟ poפ.,2011-07-31 01:31:09,19791,9835,23199,False,2020-07-27,"Update No. 14: Measures taken to combat spread of Coronavirus.

#PresidentAkufoAddoSpeaksOnCoronavirus
#COVID19… https://t.co/eQvF9aZAlT","['PresidentAkufoAddoSpeaksOnCoronavirus', 'COVID19']",Twitter for iPhone,False,true information,update 14 measures taken combat spread coronavirus
Trevor Ainsworth,New England,⚡️#Grateful 👨‍👩‍👦‍👦 #Dad 💍 #Husband 🥁 #Drummer 🏡 #Realtor 🖥 REALTORS Automate Your Lead Follow-https://t.co/SFvm9WPeKG,2009-05-10 21:08:15,1624,651,31649,False,2020-08-18,Check out my 10-year-old new tune: The Covid Song. https://t.co/9Ij6RrO3hs #COVID19 #TuesdayMotivation #COVID… https://t.co/WGG7bJJJJj,"['COVID19', 'TuesdayMotivation', 'COVID']",Twitter for iPhone,False,true information,check 10 year old new tune covid song
Les S. Moore,North America,What better name 4 someone with varied interests who tweets. I can't reveal my true name. But my tweets r true. My worldview lens: What Is Wrong With Everybody.,2011-06-27 00:15:59,1585,2915,255,False,2020-08-30,"If you act like #coronavirus is not present and you ignore basic, public health standards for its prevention, you w… https://t.co/hAp2kCoP56",['coronavirus'],Twitter Web App,False,unverified claim,act like present ignore basic public health standards prevention w
ALPHA,,"uska BHAi,,,,___
मेरा मानना है कि सच्चाई की हमेशा जीत होती है👍",2020-06-30 14:49:48,98,5,281,False,2020-08-30,"Weekend lockdown being observed in Prayagraj to curb the spread of #COVID19 
#Mann_Ki_Nahi_Students_Ki_Baat… https://t.co/5uN3hG0fWh","['COVID19', 'Mann_Ki_Nahi_Students_Ki_Baat']",Twitter for Android,False,true information,weekend lockdown observed prayagraj curb spread
Michael Hitchin,East London - Essex border,"Family man, music lover and very part time West Ham fan.",2011-05-26 20:57:52,987,935,21987,False,2020-08-01,"@RossFootball No crowd?! It’s a travesty of a cup final.
Should never have completed the FA Cup.
It’s just bread an… https://t.co/c9YxOdgel2",,Twitter for iPhone,False,unverified claim,crowd travesty cup final never completed fa bread
manono🇿🇲,Zambia,"Pray, Live, Dream, Forgive, Hustle, Laugh, Love, Travel & please celebrate the success of others too!!..",2018-08-21 09:45:57,122,184,2302,False,2020-08-08,"Do musicians from other countries sing as much about #Zambia as our local musicians do? Take for instance, the song… https://t.co/Gym5DjqBtf",['Zambia'],Twitter for Android,False,true information,musicians countries sing much local take instance song
Kamene Goro,,*I move to my own beat!*Sister*Beauty Hunter*Emotionally Stunted..**,2012-06-27 05:37:10,66263,550,6294,False,2020-07-28,Is alcohol really the problem? Do the bars have anything to do with the rising numbers of #COVID19 #KameneAndJalas… https://t.co/4Pnu56Tslx,"['COVID19', 'KameneAndJalas']",Twitter for Android,False,true information,alcohol really problem bars anything rising numbers
Edward,United States,_______________,2017-06-29 23:13:29,71,170,681,False,2020-08-30,"Aug. 17 start of #reopenFLschools in #Manatee County; #COVID19 cases reported in 18 SCHOOLS.
Good thing… https://t.co/GrLJgoQNAD","['reopenFLschools', 'Manatee', 'COVID19']",Twitter for Android,False,true information,aug 17 start county cases reported 18 schools good thing
Councilmember Isaiah Thomas,"Philadelphia, Pennsylvania ","Philadelphia City Councilmember, At-Large. A dedicated public servant from Northwest Philadelphia. Committed to building a brighter future.",2020-01-11 23:36:41,1405,314,589,True,2020-08-18,"Today's #CoronaVirusUpdates from Philly:

-84 new cases 
-0 new deaths

There are cases of #COVID19 in every demogr… https://t.co/FghYiSkKGC","['CoronaVirusUpdates', 'COVID19']",Twitter for iPhone,False,true information,today philly 84 new cases 0 deaths every demogr
gerald #Gikomba,nairobi,"Men have died from time to time, and worms have eaten them but not for love.
Inama boutique #gikomba my hustle 🔥",2011-08-31 08:45:08,1598,4776,10377,False,2020-08-12,"Waiting to beat hustler youth #gikomba just for asking too little from the Kenya gorverment , #MitumbajobsAgony… https://t.co/pTwYrRZqIq","['gikomba', 'MitumbajobsAgony']",Twitter for Android,False,unverified claim,waiting beat hustler youth asking little kenya gorverment
The National Opinion,"New Delhi, India",,2020-05-06 09:33:58,121,63,19,False,2020-07-31,"CHINA: The country reports over 100 new coronavirus cases for third day in a row.

#CoronaCrisis… https://t.co/QT82Lqf2iJ",['CoronaCrisis'],Twitter for Android,False,true information,china country reports 100 new coronavirus cases third day row
Prayagraj District,"Prayagraj, India",Body is only the covering; real person is the spirit soul. So the modern education has no knowledge of this.,2016-02-29 09:09:43,1627,617,4596,False,2020-08-04,"India #CoronaWatch

52,050 new cases &amp; 803 deaths in last 24 hours
Total #COVID19 cases 
31.59% Active cases 586,29… https://t.co/c0k76LSseJ","['CoronaWatch', 'COVID19']",Twitter for Android,False,true information,india 52 050 new cases amp 803 deaths last 24 hours total 31 59 active 586 29
HappyLight,Jerusalem,My Twitter brand is ineffable שִׂמְחָ֣ה לָ֭אִישׁ בְּמַעֲנֵה־פִ֑יו וְדָבָ֖ר בְּעִתּ֣וֹ מַה־טּֽוֹב,2012-01-31 12:44:07,571,282,30252,False,2020-07-27,"I'm calling it now. The big fashion surprise this winter is that #COVID19 is gone from the earth, but we all wear m… https://t.co/dhvL0ajbIg",['COVID19'],Twitter Web App,False,unverified claim,calling big fashion surprise winter gone earth wear
SESLHD Public Health,"Sydney, NSW","Providing health protection services to the population in South Eastern Sydney Local Health District. This account is monitored 8am to 6pm, business days",2014-09-02 05:27:53,1388,285,41,False,2020-08-09,"SURVEY | Join 80,000 people from 137 countries in the world’s biggest survey of #COVID19 mental and physical health… https://t.co/HcGZZ7gtTi",['COVID19'],Hootsuite Inc.,False,true information,survey join 80 000 people 137 countries world biggest mental physical health
CloudMyBiz,"Los Angeles, CA",CloudMyBiz is a leader in the world of cloud based technology solutions for business.,2014-01-29 01:24:30,115,47,42,False,2020-08-06,June's lending rates soared after small businesses saw increased losses. https://t.co/5eoE0KXFBe… https://t.co/wb2G7AJPxK,,Hootsuite Inc.,False,true information,june lending rates soared small businesses saw increased losses
Alcohol Awareness,Greater Vancouver,"JMF Research BC-Specializing in Alcohol ,Community Public Health and Safety advocate Retired Fire Chief,Musician(Keyboard Player)etc.",2011-11-05 02:21:51,8824,6572,281010,False,2020-07-30,"@elizadushku Kudos for Dr Fauci,the US surgeon General for also urging American's for their health and wellbeing,in… https://t.co/BWr13x2mu5",,Twitter Web App,False,true information,kudos dr fauci us surgeon general also urging american health wellbeing
Joe Waiganjo,,Web Developer and Designer,2018-08-11 19:53:05,166,819,3705,False,2020-08-02,#EmailMarketing #BBNaijaLockdown   #COVID19  #website #SmallBusiness #StartUp #Entreprise #Entrepreneur #Mompreneur… https://t.co/5s98tjA7YX,"['EmailMarketing', 'BBNaijaLockdown', 'COVID19', 'website', 'SmallBusiness', 'StartUp', 'Entreprise', 'Entrepreneur', 'Mompreneur']",Twitter Web App,False,LABEL_UNKNOWN,
Global News Bangkok 🇹🇭,ความรักทำให้โลกหมุนไป GEN X🥃,🏳️‍🌈ATHEIST🇦🇺☄NewsGeek☔TechGeek⌨ Motorsport⏱ Music©️✨80's ♋Comedyツ Wine♔ ✈Aviation ⛵Travel🗺 COOLJAPAN🚄♨⛄⚡📷Photography⛩Pro-Choice⚖Pro-Euthanasia⚕☯️ @GLOBALNEWSTH,2015-08-07 02:15:02,307,509,372,False,2020-08-16,"#COVID19 #CORONAVIRUS Tracker #Thailand 🇹🇭 https://t.co/uvsK7UvzG2 🦠 #Bangkok 
Total Cases: 3,377
New Cases: 1
Deat… https://t.co/0QbRnYTjCA","['COVID19', 'CORONAVIRUS', 'Thailand', 'Bangkok']",Twidere for Android,False,true information,tracker total cases 3 377 new 1 deat
"GBI Summer School Online 2020, Aug 3-8!","Manhattan, NY     ",Apply Now! Welcome to the GBI Summer School Program hosted by @GlobalBioethics! Website at: https://t.co/s7Cqouzs7s,2015-06-19 18:46:04,650,1498,5558,False,2020-08-04,@IAB2016 Starting our opening Session: Bioethics Before and After the Pandemic is guest Speaker renowned bioethicis… https://t.co/OLufPDmwGl,,Twitter Web App,False,true information,starting opening session bioethics pandemic guest speaker renowned bioethicis
Bruce Wayne,,"One who loves, supports, and defends one's country.
A person who loves his country, and zealously supports and defends it and its interests. #Maga #Trump2020",2020-06-20 21:49:53,37,184,0,False,2020-07-25,Because @DrFaucis1 is a Fraud! #FireFauci #BillGatesVirus #BillGates #COVID19 @DiamondandSilk https://t.co/UOTlG7qn9a,"['FireFauci', 'BillGatesVirus', 'BillGates', 'COVID19']",Twitter Web App,False,unverified claim,fraud
Darcey McLaughlin,"Miramichi, NB",Host of Mornings with Darcey and Retroactive on @959sunfm,2011-04-25 22:14:25,488,288,642,False,2020-08-29,"Not a typical night at the movies. Welcome to the new normal during COVID-19.
#movies #COVID19 https://t.co/rY2rRWX64e","['movies', 'COVID19']",Twitter for Android,False,true information,typical night movies welcome new normal covid 19
ROI-NJ,"New Jersey, USA",A business media company and the authoritative source for news and connections impacting New Jersey’s economic movers and shakers.,2017-08-30 20:22:18,4422,2509,5932,False,2020-07-31,"Overnight, there were another 699 new positive #COVID19 cases, pushing #NJ's cumulative total since March 4th to 18… https://t.co/ATIXBkLYTN","['COVID19', 'NJ']",Twitter Web App,False,true information,overnight another 699 new positive cases pushing cumulative total since march 4th 18
Stand for Humanity,,"•Democratic dissent is not disloyalty,it is a positive civic duty•Fiercely democratic•",2020-03-06 15:29:07,260,177,337,False,2020-08-09,"A Sikligar Sikh, attacked, turban desecrated for refusing to pay money to cops in BJP ruled Madhya Pradesh. Are min… https://t.co/8o1hCyPWJQ",,Twitter for Android,False,unverified claim,sikligar sikh attacked turban desecrated refusing pay money cops bjp ruled madhya pradesh min
Mander Hadley Ltd,"West Midlands, England",Providing legal services for you and your business across Warwickshire and the West Midlands. https://t.co/EOxeMGSK0C,2015-12-10 16:09:34,353,569,313,False,2020-08-11,"#COVID19 - UK #employment falls by biggest amount in over a decade

https://t.co/gWZDsbO3JS","['COVID19', 'employment']",Hootsuite Inc.,False,true information,uk falls biggest amount decade
Club of Mozambique,"Maputo, Mozambique","Club of Mozambique website is as an entryway into Mozambique for prospective investors, businesspersons, donors, and tourists that provides a information portal",2009-08-26 08:51:20,17114,2746,59,False,2020-08-06,"#Mozambique: Much ado about reopening – Watch
https://t.co/a7krw17Nss
#Mocambique #ReturntoSchool #Education… https://t.co/xE3Wkmavnd","['Mozambique', 'Mocambique', 'ReturntoSchool', 'Education']",Buffer,False,unverified claim,much ado reopening watch
West Kelownian,"West Kelowna, British Columbia",PhD in Mathematics. University Prof. A conservative who believes in classic liberal-democratic values and the State's role in ensuring equal opportunity.,2013-04-03 15:49:25,130,87,10655,False,2020-08-16,"Updated (19:00pm EDT August 15, 2020) modelling for the #Canadian #COVID19 #pandemic based on @GovCanHealth data us… https://t.co/UXIhZrkIEw","['Canadian', 'COVID19', 'pandemic']",Twitter Web App,False,true information,updated 19 00pm edt august 15 2020 modelling based data us
Amit Arya,"Mississauga-Treaty 13a, ON🇨🇦","Palliative Care MD. Board Member @CSPCP_SCMSP & @OntarioHealthC. Faculty @MacHealthSci & @UofTMedicine. Personal account, my views. https://t.co/VsrrXQ2vkD",2015-02-03 14:25:34,2464,567,27659,False,2020-07-27,"@CollettPSmall @caregiving @joyous55 @Priorhockey I have heard the same.  Absolutely terrifying, for sure!  There n… https://t.co/VvEWPNC5eK",,Twitter Web App,False,true information,heard absolutely terrifying sure n
Andrew Spiers,"Ascot, South East","Founder of WordPress Web Design Agency - Lens Digital |  https://t.co/6CthNy60uE | 07941 239884

Editorial Photographer contributing to @AlamyNews",2009-04-07 20:43:05,361,499,948,False,2020-08-11,"In New Zealand, Auckland is going back into lockdown (level 3) and the rest of the country is moving up to level 2

#COVID19",['COVID19'],Twitter Web App,False,unverified claim,new zealand auckland going back lockdown level 3 rest country moving 2
Houston Health Dept,"Houston, TX",We promote and protect the health and social well-being of Houstonians and the environment in which they live. https://t.co/Mn2l4PNES3,2009-05-02 22:55:17,22596,3485,5885,True,2020-08-29,"We report 498 new cases of #COVID19 today, bringing #Houston’s total to 63,220.  Sadly, there are seven newly-repor… https://t.co/8x1TQjpRni","['COVID19', 'Houston']",Twitter Web App,False,true information,report 498 new cases today bringing total 63 220 sadly seven newly repor
☬ 𝕵𝖆𝖙𝖎𝖓𝖉𝖊𝖗 𝕾𝖎𝖓𝖌𝖍 ☬,"Punjab, India","🙏🙏 Ek OnKar Satnaam🙏🙏
ਪਵਣੁ ਗੁਰੂ ਪਾਣੀ ਪਿਤਾ ਮਾਤਾ ਧਰਤਿ ਮਹਤੁ ||
(Air is the Guru, Water is the Father, and the Earth is the Great Mother)",2009-06-22 04:39:15,790,1792,35116,False,2020-08-17,Facts about #COVID19 vaccine.. So do not fall prey to gimmicks of any claims on covid vaccine..👇👇👇 https://t.co/OFYu5eUN5Z,['COVID19'],Twitter for Android,False,unverified claim,facts vaccine fall prey gimmicks claims covid
Boksburg Advertiser,Boksburg,"Boksburg Advertiser brings you the relevant news, sport and entertainment for the Boksburg community.",2010-08-31 06:47:56,5997,204,48,False,2020-07-27,#Covid19 11 233 new cases as 265 077 recover from coronavirus in SA: https://t.co/c1AlbjalKn https://t.co/fQMtpAscp3,['Covid19'],Fabrik.fm,False,true information,11 233 new cases 265 077 recover coronavirus sa
Aly-Khan Satchu,Nairobi,https://t.co/TSDvPIA9og Banker Interest rate Macro Geopolitical Africa that kind of thing,2009-02-19 14:43:40,572644,19163,25372,True,2020-08-14,Workers based in the GCC account for close to 40% of all remittances received in dollar terms. @econchart… https://t.co/kcpqUM3YEy,,TweetDeck,False,true information,workers based gcc account close 40 remittances received dollar terms
JFK,"New Jersey, USA","Taiwanese American, 1st generation born in USA, Independent Voter, patient advocate, community volunteer, Southern Baptist converted to Catholicism, scientist.",2017-07-13 18:29:59,116,165,8609,False,2020-08-29,"@Beautiful_I_1 @ShaneMc60700752 @MadamSavvy @CNN I agree w/ Shane, somewhat, wouldn’t choose his words.… https://t.co/MolwiQKgzu",,Twitter for iPad,False,unverified claim,agree w shane somewhat choose words
